gene_id	gene_name	d15_Tcm_REP1	d15_Tcm_REP2	d15_Tcm_REP3	d15_Tem_REP1	d15_Tem_REP3	d15_Tpm_REP1	d15_Tpm_REP2	d15_Tpm_REP3	d8_Tcm_REP1	d8_Tcm_REP2	d8_Tcm_REP3	d8_Tem_REP1	d8_Tem_REP2	d8_Tem_REP3	d8_Tpm_REP1	d8_Tpm_REP2	d8_Tpm_REP3	Naive_REP1	Naive_REP2
ENSMUSG00000087538	Gm16341	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	1	0	3	3
ENSMUSG00000087539	Gm13584	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087540	Gm11412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087541	Hopxos	49	50	97	58	62	66	70	57	80	84	95	89	82	65	81	90	118	1	4
ENSMUSG00000087542	Gm15878	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087543	Gm16576	24	19	25	17	21	15	19	24	32	28	28	28	40	14	31	22	21	101	83
ENSMUSG00000087544	Gm13923	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087545	Gm13966	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087547	Platr27	6	8	5	5	2	13	14	5	6	4	9	10	11	9	12	9	8	11	7
ENSMUSG00000087549	Gm13427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087550	Gm14343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087552	Gm15819	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087553	5730412P04Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087554	Gm15646	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087555	Gm13997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087556	Gm15764	8	7	6	9	11	1	17	2	15	9	7	20	22	11	14	8	14	6	6
ENSMUSG00000087557	Gm15869	1	0	0	5	1	3	2	0	3	3	1	1	0	2	2	0	1	5	8
ENSMUSG00000087559	Gm13802	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087560	Gm15396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087561	Gm11608	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087563	Gm14205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087564	Gm11817	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087565	Gm14662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087568	Maats1os	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087569	Gm8464	6	0	9	5.053	2	0	2	5	11	0	13.008	0	0	0	0	0	9	9	0
ENSMUSG00000087570	Gm13647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087571	Gm15202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087574	C030037D09Rik	5	16	6	6	16	5	3	19	13	6	7	15	9	3	13	8	10	18	9
ENSMUSG00000087575	Gm12976	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087577	Gm13299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087578	Ccdc142os	13	9	14	14	6	9	9	10	20	6	13	7	12	7	3	8	9	7	9
ENSMUSG00000087579	1500017E21Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0
ENSMUSG00000087581	Gm11571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087582	Ighv6-7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087584	Gm14457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087585	Gm14100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087586	Gm6938	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087587	Gm15245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087588	Gm16355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087589	D430040D24Rik	0	1	0	5	0	0	0	3	0	0	0	0	1	0	0	0	0	1	0
ENSMUSG00000087590	Epb4.1l4aos	124	109	250	163	111	281	186	155	106	91	116	105	86	63	99	206	205	557	325
ENSMUSG00000087591	Gm14635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087592	Gm11184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087593	Gm16174	6	4	3	3	17	3	1	5	8	3	3	3	5	1	1	7	1	3	4
ENSMUSG00000087594	BC039771	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087595	1810012K08Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087596	Gm11715	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0
ENSMUSG00000087597	Gm15345	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSMUSG00000087598	Zfp111	0	2	4	9	1	0	3	0	0	2	3	1	1	0	2	1	2	2	1
ENSMUSG00000087600	Pmepa1os	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSMUSG00000087601	Uchl1os	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087602	Gm12753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ENSMUSG00000087603	Gm11339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087604	Cdrt4os1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087605	Gm15742	0	0	1	0	0	0	2	0	0	0	0	1	0	0	2	0	0	0	0
ENSMUSG00000087606	Gm16121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087607	Gm16034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087608	Gm12914	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087609	4930442J19Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087610	Gm16253	0	0	0	3	11	0	0	0	1	0	0	1	0	1	3	1	1	0	0
ENSMUSG00000087611	4930458D05Rik	0	0	0	6	18	0	1	0	3	1	1	1	1	6	2	2	2	0	0
ENSMUSG00000087612	A230005M16Rik	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087613	Gm13855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087614	Gm12514	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087615	Pnpla1os	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087616	Gm14257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087617	Gm14268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087618	Gm14114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087620	5330434G04Rik	2	0	1	2	0	4	0	1	2	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000087621	1700003G18Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087622	Gm12290	2	0	2	4	0	4	0	0	1	1	0	1	5	0	0	0	0	0	0
ENSMUSG00000087623	Gm12404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
ENSMUSG00000087624	9230111E07Rik	21	10	9	12	10	25	16	13	11	18	20	14	3	6	20	19	15	42	36
ENSMUSG00000087625	4930419G24Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087626	Gm15050	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSMUSG00000087627	A230059L01Rik	6	9	2	0	0	0	1	5	0	2	3	0	5	1	2	2	3	2	0
ENSMUSG00000087628	Gm13028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087629	Gm12246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087630	Gm11513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087632	Gm6058	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087633	Gm14455	0	0	2	2	1	0	2	1	2	2	0	7	0	8	8	3	0	18	25
ENSMUSG00000087635	Gm13414	0	5.285	8.131	0	0	2.951	3.954	0	3.771	2.885	0	5.198	1.66	1.421	1.328	3.315	0	2.956	3.767
ENSMUSG00000087636	Gm4660	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087637	Gm11986	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087638	Gm11773	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087639	Gm15512	1	0	1	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087640	Gm14798	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087641	Gm12811	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087642	Ighe	2	21	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087643	Gm11314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087644	Gm14703	2	0	5	1	1	4	1	0	2	0	1	6	2	3	2	4	3	4	1
ENSMUSG00000087646	Gm1667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087647	Gm15407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087648	E130018N17Rik	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
ENSMUSG00000087649	Gm21979	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087651	1500009L16Rik	125	121	182	107	95	196	210	167	510	323	334	184	230	148	343	413	375	14	7
ENSMUSG00000087652	Gm15918	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087653	1700087M22Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087654	Gm12256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000087657	Gm16764	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087658	Hotairm1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3
ENSMUSG00000087659	Gm12606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000087660	B230398E01Rik	3	2	4	0	2	0	1	1	6	0	4	1	7	1	9	1	3	9	9
ENSMUSG00000087662	Gm11373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087663	Defa-ps3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087666	B230359F08Rik	35	21	18	31	21	12.196	21	10	25	13	18	43	28	22	23	21	13	2	8
ENSMUSG00000087667	Gm13381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087668	Gm11186	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0
ENSMUSG00000087669	Gm11724	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087670	9530036M11Rik	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSMUSG00000087672	Gm15122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087674	4930447M23Rik	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087675	Gm11762	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087677	Gm15226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087678	Gm14120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087679	C330006A16Rik	325	334	353	282	279	282	308	292	330	200	264	239	248	227	260	249	190	635	283
ENSMUSG00000087681	Gm13565	0	0	4	0	0	0	0	0	3	0	0	2	2	0	4	0	0	0	2
ENSMUSG00000087682	Gm14003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087683	Gm11712	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087684	1200007C13Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
ENSMUSG00000087685	1700122E12Rik	2	0	5	0	1	4	0	0	0	0	0	0	2	2	0	3	5	4	4
ENSMUSG00000087687	Pet100	340	225	287	298	271	234	249	249	357	295	381	434	424	278	284	362	371	275	289
ENSMUSG00000087688	Gm11300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087689	Gm15845	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087690	Gm16031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087691	Gm15674	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087692	Gm11940	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087693	Gm16191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087694	A530058N18Rik	0	0	0	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0
ENSMUSG00000087695	Gm16291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087698	Gm13031	5	9	7	6	1	3	4	4	12	3	2	1	7	3	3	7	3	20	11
ENSMUSG00000087700	Gm15283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087701	Gm13493	0	3.182	0	18.053	12.606	0	0	0	0	10.074	4.683	9.401	12.527	9.115	4.955	3.379	4.383	4.69	3.903
ENSMUSG00000087702	Gm13575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087703	Gm15650	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087704	Gm14978	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087707	Gm22999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087708	Gm23000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087710	Gm22235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087712	Gm25828	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087714	Gm25827	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087715	Gm25826	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087716	Gm25825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087717	Gm25824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087718	Gm22236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087719	Gm26464	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087720	Gm26279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087721	Gm26280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087722	Gm26277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087723	Gm26278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087724	Gm26276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087726	Gm26275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087728	Gm26274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087730	Gm24650	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087731	Gm24649	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087732	Gm24651	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087734	Gm24646	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087736	Gm24648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087737	Gm24647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087739	Gm24644	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
ENSMUSG00000087741	Gm23827	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087742	Gm25152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087743	Gm25153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087744	Gm25149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087746	Gm25150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087747	Gm25151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087748	Gm25154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087750	Gm23468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087752	Gm23467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087754	Gm23470	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087756	Gm23469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087758	Gm23466	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087759	Gm23465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087760	Gm23980	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087761	Gm23981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087764	Gm23984	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087765	Gm23985	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087766	Gm23982	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087767	Gm23983	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087768	Gm22755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087769	Gm23986	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087772	Gm22319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087774	Gm22320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087775	Rprl2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087776	Gm22322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087777	Gm22321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087779	Gm23765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087780	Gm23167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087781	Gm23168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087782	Gm23169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087783	Gm23170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087784	Gm23171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087785	Gm23172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087786	Gm23173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087789	Gm23166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087790	Gm25970	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087791	Gm25969	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087792	Gm25968	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087793	Gm25967	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSMUSG00000087794	Gm25966	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087795	Gm25965	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087796	Gm25964	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087798	Gm25962	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087799	Gm25961	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087800	Gm25569	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087801	Gm25980	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087802	Gm25979	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087804	Gm23434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087805	Gm27926	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087806	Gm23432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087807	Gm25559	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087808	Gm23435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087810	Gm25113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087812	Gm25115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087813	Gm22490	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087815	Gm22491	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087816	Gm25116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087817	Gm22492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087819	Gm25117	0	0	0	4	0	1	1	1	0	1	0	0	0	0	0	0	1	8	3
ENSMUSG00000087820	Mir1928	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087823	Gm22281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087825	Gm22279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087829	Gm22277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087830	Gm22820	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087831	Gm23960	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087832	Gm23958	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087833	Gm23959	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087834	Gm23957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087835	Gm24481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087836	Gm23956	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087838	Gm23954	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087839	Gm23955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087841	Gm25623	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087842	Gm25622	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087843	Gm23314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087844	Mir1958	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087845	Gm25505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087846	Gm25625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087847	Gm25624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087848	Gm25621	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087850	Gm22792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087852	Gm22793	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087853	Gm22794	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
